Iniciativa,Tipo,Descrição,Estagio,Âmbito,Periodicidade,Estado,Município,Links Relacionados,latitude,longitude,Categoria
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Arapoti,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.1548,-49.8285,D
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Castro,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.7891,-50.0108,C
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Carambeí,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.9152,-50.0986,D
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Curiúva,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.0362,-50.4576,Sem informação
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Imbaú,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.448,-50.7533,Sem informação
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ipiranga,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-25.0238,-50.5794,Sem informação
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ivaí,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.3857,-51.5839,D
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Jaguariaíva,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.2439,-49.7066,C
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ortigueira,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.2058,-50.9185,D
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Palmeira,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-25.4257,-50.007,D
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Piraí do Sul,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.5306,-49.9433,D
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ponta Grossa,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-25.0916,-50.1668,B
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Porto Amazonas,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-25.54,-49.8946,Sem informação
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Reserva,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.6492,-50.8466,Sem informação
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,São João do Triunfo,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-25.683,-50.2949,E
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Sengés,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.1129,-49.4616,D
Sabores Dos Campos Gerais,Projeto Promocional;,"Os Sabores dos Campos Gerais promoveu um resgate dos pratos da região, de acordo com a população e histórico local. Cada um dos 19 municípios associados realizou esse resgate, promovendo pesquisa de ingredientes, saberes e fazeres. Um livro com essas receitas foi publicado. Novas edições serão propostas, já que a pesquisa trouxe novas possibilidades gastronômicas.",Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Telêmaco Borba,https://pt.calameo.com/read/005639741cf1e741d7b23?page=1;http://www.amcg.com.br/noticias/amcg-cultura-apresenta-sabores-dos-campos-gerais;,-24.3245,-50.6176,B
